Time (s),X-axis (g),Y-axis (g),Z-axis (g)
0,-0.0169565063799201,0.655942752194977,1.0133186316530056
1,0.9639813670897942,0.7541560718985426,0.0013477350915194
2,0.0614225120260974,-0.7146749582621414,-1.005736881609916
3,-1.026949245631184,-0.6560822551309577,0.0529959598847332
4,-0.0351605188652712,0.6990722114745609,1.0414386347620503
5,1.031098377961419,0.6952785482593925,0.0345028660644031
6,-0.0490939586303091,-0.6775211007980733,-0.9912161674429836
7,-0.9909500210812476,-0.6990240985280627,0.006790553375421
8,0.0517226375573896,0.7015233554377311,0.9895847655700466
9,0.9474878358458148,0.6918662057193844,0.0576819558710107
10,0.0337389114207024,-0.7364484767920265,-1.0022520096896468
11,-0.9792338457694348,-0.6855246720829434,-0.0495313337951269
12,0.0087486932895522,0.6901954717964361,0.9986042000103198
13,1.05482053320509,0.738998893582685,0.0099611581920058
14,0.0279300691880679,-0.663043113931469,-1.059506966263024
15,-0.9821631031582444,-0.6731691597230934,-0.0012318316128978
16,0.008782370990773,0.7240477826296604,0.9900600959517959
17,0.7739726366562378,0.5749574751922041,-0.03859498956862727
18,-0.0149966596350377,-0.7378459238981168,-1.0252138196214258
19,-0.5870906728639671,-0.4617179637644979,0.10313368135662976
20,0.015602215008478401,0.8973615643136745,1.0595866724254501
21,0.3806492739992431,0.28149623185916073,-0.19456950316601562
22,0.009946278940307592,-0.8885836154866681,-1.153968691630007
23,-0.18893259408440677,-0.23019248740104342,0.2638936407779213
24,0.0010284994475753713,1.0113356129242257,1.1381451220173417
25,0.05093957383485315,0.07446239037721375,-0.2867642842533287
26,-0.010781082080690209,-1.0764030545654304,-1.1659201584741357
27,0.17804663698075573,0.07939307816935143,0.36183038822813907
28,0.004660461698728038,1.085340030021172,1.1954950221132985
29,-0.44623196075868654,-0.18929623374768728,-0.3893960664061161
30,-0.0035845901779351505,-1.1877516581186907,-1.2816781026384567
31,0.6344185313716493,0.2994921412445299,0.4662260987038112
32,-0.03759706895851148,1.1313722052313646,1.2775790608753697
33,-0.7774237378359083,-0.42697038256757924,-0.488299431705461
34,0.011087900893502617,-1.2542449702642544,-1.2882205698469562
35,1.0461619971674359,0.5359889295610472,0.5241793654358922
36,-0.02710095845253187,1.3427630536677149,1.381461522997979
37,-1.2172950531960172,-0.7004040464525175,-0.6712717651667157
38,-0.06542549803806877,-1.4089995955070782,-1.4055705528075002
39,1.3927243408316088,0.8172398533695574,0.687700945863849
40,0.0713353763680878,1.366643822424765,1.445072992197903
41,-1.576964293784575,-0.9709970868017416,-0.7294171871200593
42,-0.036752900466514346,-1.569560928358105,-1.4617112221425321
43,1.7534173112228781,1.095446096632062,0.8266862181447511
44,0.019014783817446812,1.5022765515999894,1.5787755315855063
45,-2.0736630535585396,-1.170037441191096,-0.8160316109417725
46,-0.0112201841750691,-1.6023062405915165,-1.4082413005216825
47,1.9887481361603088,1.1741350277263638,0.8941809283008573
48,-0.0521471317927809,1.5626450894722528,1.4832500927629149
49,-1.985958653895615,-1.108207336858306,-0.9181554028171424
50,0.0077400541029262,-1.563674050202709,-1.5068678268411004
51,1.9788566509888037,1.2286586187610258,0.8505848705886001
52,0.0440306062344258,1.44483210559514,1.5332106466572957
53,-1.9883870450302632,-1.1218310081380785,-0.8694649052509873
54,0.0167618360701917,-1.4640620582786394,-1.6024008921659696
55,1.9931728077852993,1.26839885153825,0.931228821869091
56,0.0480100651119432,1.6396521831806277,1.5680348529525914
57,-1.9756300527780448,-1.2009498002481578,-0.7989212107082314
58,0.0009411348145439,-1.6264953983623809,-1.4434916285238046
59,1.9423411932812744,1.218631814796101,0.8271431488348924
60,-0.0364532086376261,1.5296783099774924,1.4507988990999294
61,-1.9297389775704157,-1.2271188951108225,-0.766070969378692
62,-0.0746944883203732,-1.602303174972218,-1.4460112184665428
63,1.943294417803653,1.239797281383221,0.8672824021213257
64,0.0821909751095016,1.592175344453998,1.428278498803643
65,-2.057340468824624,-1.1300796598939302,-0.7909441158142153
66,-0.0189036028899715,-1.5839948794287195,-1.4439178359915072
67,1.9447429067701905,1.176156742268099,0.8311418345294512
68,-0.0565816494602337,1.62410041973116,1.51001838658418
69,-1.9886560115041656,-1.2156594427791187,-0.7885539029653404
70,0.0221088350276839,-1.5714288118876425,-1.5559904937681843
71,2.0638299076133753,1.224923351793322,0.8812526113765541
72,-0.0182160695821312,1.5347297366088648,1.5116917136633257
73,-2.062341022878988,-1.173597766196764,-0.9176668094769418
74,-0.004401809743088,-1.569369201039419,-1.5542214162589787
75,2.042604479316344,1.1957192512559338,0.844983595757994
76,-0.0027815135712803,1.6331675776042194,1.4964742666358235
77,-1.9595183648416812,-1.213450061111756,-0.8129522952957368
78,0.0263503364174684,-1.4732378991687467,-1.5972308092507497
79,1.960536747220748,1.2274605733237451,0.834117198658881
80,-0.0071721673222482,1.5123115883323377,1.4906695539200283
81,-2.001897951023796,-1.2490627986771756,-0.912530331791599
82,-0.0079533351777499,-1.672967486255078,-1.434379875364303
83,2.0125898792275043,1.2817712138358497,0.87002298830657
84,0.0038421326624257,1.546994753331519,1.503395944697587
85,-1.9507922712256496,-1.1202358302773847,-0.90824525650146
86,-0.0254354377761336,-1.559483530405492,-1.5202252343900375
87,1.965851671402447,1.0937812000752034,0.8326775321952087
88,-0.059955638431493,1.5518880458029654,1.433090443711802
89,-2.024028761459963,-1.251693367884649,-0.95464045301253
90,0.0368270036836801,-1.5781467384240837,-1.4260206140606329
91,1.9651309467146472,1.2286190556074,0.8574440834999763
92,-0.0471956592758726,1.6134870018327994,1.572800851230435
93,-2.0162978251243597,-1.128829544878435,-0.8443838097818868
94,-0.0234359570271298,-1.589724474921092,-1.495854290929968
95,1.9925399178168175,1.1844759056431675,0.8804728013669815
96,0.0552116914987449,1.6139707215434422,1.5348556451653312
97,-2.0191918632874337,-1.184726973841104,-0.7675613082962236
98,-0.052624707646698,-1.6429172268480876,-1.5182959940012215
99,2.0067793031939725,1.215661819639006,0.8577172677611707
100,-0.0149957249798828,1.4714447972091087,1.4290664113742744
101,-2.0456395119022943,-1.239281042016677,-0.8261794117024517
102,-0.0015364287833625,-1.618315228949846,-1.4128845093977127
103,1.9039116054387264,1.2342273851841734,0.9715509605805462
104,0.0832966896996084,1.5933802960849708,1.5139765678263286
105,-2.010824811636828,-1.2840250465512206,-0.7841864084988607
106,0.0847933745401252,-1.538570616547512,-1.6234073393710269
107,2.000534798652622,1.2472661434542325,0.857388814377898
108,-0.0636780716288333,1.5273165159309212,1.5289747683838353
109,-1.9695996590326972,-1.275077264811186,-0.8831461932671457
110,-0.0684086646712963,-1.6301151131678226,-1.5873245773320803
111,2.0297597135457184,1.20650133924145,0.8929980557998932
112,0.0146363006920108,1.5695024477953872,1.5032168750983392
113,-1.9595613896889368,-1.2275129895495076,-0.8255638767961224
114,0.0313260785045976,-1.577562937904269,-1.5217494438940964
115,2.004297868287814,1.063187470345839,0.8206348921723546
116,0.0025773811672737,1.56251089274222,1.4581190526621146
117,-2.037403284574802,-1.2378822543375714,-0.859418667802386
118,-0.0603296734551296,-1.5950024727102832,-1.4249208389416417
119,1.9368621775331996,1.174493344511399,0.8629556047438587
120,0.0097967072802203,1.6411538960184573,1.382760638052632
121,-2.0248111879735884,-1.2904261630998966,-0.8839274209792805
122,0.0030437413192341,-1.537836047401981,-1.4815785972775697
123,1.9619450037330757,1.1315596471201943,0.8914606207278883
124,0.0021425333225396,1.5918426452090206,1.539676315726388
125,-1.977060103823676,-1.2578719639176563,-0.7921072430449926
126,0.111141185864536,-1.6240554707242492,-1.5052484143257356
127,2.096055027330994,1.152086311633424,0.9020383821416976
128,0.0088484389545115,1.6022700425743714,1.4626536785377862
129,-2.055471398900624,-1.2237056359470295,-0.8671084813860397
130,-0.0234395603678337,-1.6127266620361032,-1.4909486865942
131,1.956139982117814,1.172415749024807,0.8980142038654799
132,-0.0238617052495543,1.6334495746461064,1.4829879858221875
133,-2.1203342624957724,-1.1997830494181676,-0.8818161578528148
134,0.1174075381576689,-1.5577577254700272,-1.5700980863740837
135,2.077730365091459,1.211768917017621,0.8494354972808777
136,0.0686741739852723,1.5174440366378632,1.4826823770027937
137,-1.9989833636891656,-1.3011217919938836,-0.8870102039492551
138,0.0039905806346135,-1.5966329154134968,-1.5308031541575775
139,2.0553945404163407,1.2434502675560977,0.7821307220591582
140,-0.0461439138924074,1.5395313649290807,1.4426833099495888
141,-1.9456176988496383,-1.0432104230874744,-0.9132746639372674
142,0.1093875478331219,-1.6228124064285956,-1.555195192778376
143,1.9694465436670632,1.2478926971070048,0.9100200092563768
144,0.0073117329337916,1.5563959241270102,1.4572462477716095
145,-2.061888458490309,-1.2271844578507944,-0.8029543257910519
146,-0.0233045691544318,-1.5896827593254803,-1.523950045259659
147,2.035674596424266,1.178478975218229,0.801211369444827
148,0.0261605981809719,1.5644392472856192,1.5187259286835322
149,-2.0410556331395866,-1.1976647391830095,-0.8717333642788101
150,-0.0547907192534895,-1.597040614929386,-1.5058340283579492
151,1.9405373653734357,1.1775009848156748,0.930568790859599
152,0.0838865566715357,1.5572845369249404,1.5460597594191254
153,-1.920641539747952,-1.1841656929522604,-0.8418669571908713
154,-0.0193325737094521,-1.565366004041595,-1.468353184840758
155,1.9827397405607363,1.203224852176115,0.8685121369012958
156,-0.01092416848436,1.583644075685272,1.4642519866164243
157,-1.9738328767350528,-1.1927006274362486,-0.9826200445205852
158,0.0445401671560952,-1.5520594388599491,-1.4977314436322842
159,1.980346648245812,1.2121651061377945,0.8083321945432698
160,0.0535914987230672,1.6419526233758346,1.6256994672006124
161,-1.860582263990236,-1.1485621384266786,-0.8884669998324549
162,0.005839860027574,-1.594330004677278,-1.5342875993976253
163,1.9178038412950489,1.2551700893993665,0.9327540125154428
164,-0.0082065341111232,1.5964517238163207,1.4771112901126144
165,-1.9262463053943455,-1.173592269579174,-0.8288825711259936
166,0.043593612827978,-1.596653719807238,-1.5067189308889504
167,1.9358831328070447,1.194614377512159,0.8502073841643132
168,0.0751429649245619,1.5000111004875976,1.5041590460960526
169,-1.931749564434729,-1.2208567091995255,-0.8877706030057593
170,-0.025246167249231,-1.5179244333762494,-1.583757285625864
171,1.8951051617663144,1.1525932755817272,0.9426429515006394
172,-0.0516768250329147,1.6158333038985526,1.5333753448607126
173,-1.969950990674774,-1.294338208794016,-0.8554370681495862
174,0.1153336993247477,-1.5663236004704078,-1.3878673746203318
175,1.9562819866499237,1.207636439245852,0.8084389146337132
176,-0.0235272240222769,1.59841248568094,1.572160790626844
177,-1.961080891589479,-1.191517447761688,-0.9277730152638648
178,-0.0284169465149225,-1.4772771662877195,-1.5562053638781614
179,1.9292769125689635,1.2500948800587153,0.8224640274066216
180,0.0733748022205985,1.5448803514912848,1.4932583016380807
181,-2.0850022635232843,-1.2289822655469649,-0.93549029606475
182,-0.0207048810188853,-1.4908870303879729,-1.49124127894171
183,1.9733493828515636,1.1994716594207528,0.9644129477637124
184,-0.0253510651821052,1.5720990862209243,1.4307021681741172
185,-1.9920013801472265,-1.1570900853904926,-0.8253309379067347
186,0.0080139941735732,-1.5294716579039238,-1.4965571099226755
187,2.0078603345089507,1.221727489994121,0.8730679001009602
188,-0.0985484708562822,1.5854017149939112,1.4943788994171092
189,-1.9837508771851171,-1.1656369403484317,-0.8231492528088108
190,0.0236682346370854,-1.5206175326104254,-1.4828819145081746
191,1.969109256717997,1.143672303989138,0.9142154469072374
192,-0.0292661782857184,1.6357836059678692,1.4231190670387286
193,-2.0001880596650903,-1.348513970228356,-0.853778223361165
194,-0.0037953720130006,-1.4806013453458222,-1.4408295093861516
195,2.0110258624501323,1.266189060991796,0.8436021764352694
196,-0.0145531881792544,1.6015654977708873,1.5239758061403632
197,-2.0881429661929425,-1.210343463685278,-0.9022615259208012
198,-0.0634449195971223,-1.556250113937973,-1.5201210668520178
199,2.0264242686648153,1.205622936718969,0.8044102409522751
200,-0.0201615992968066,1.5723909546188055,1.56455684385216
201,-1.8737523200279096,-1.2170918926358727,-0.8242281268055213
202,-0.0791848443916767,-1.477689773779311,-1.4585472681187182
203,2.002560906564743,1.162977739974295,0.8768735518603131
204,-0.0157074946346096,1.5492409811138352,1.5320215319929598
205,-1.9746692967781152,-1.240718500842808,-0.882975379251851
206,0.0217103576786948,-1.5490483643597532,-1.5260145210216738
207,2.007443372303418,1.2359516411318108,0.8846710148009033
208,0.0562583510943877,1.581165988716721,1.4918119021474765
209,-1.964389985056036,-1.1207826907791385,-0.8932756070572148
210,0.0753262120072913,-1.5833656514065433,-1.5249234005633168
211,2.0767681494617354,1.2109791328593784,0.9202651873933764
212,-0.0497202753071349,1.6057282976947942,1.450292432725105
213,-2.023529617724801,-1.137173017586398,-0.8728657874929499
214,0.0031576040201891,-1.6029382720734997,-1.5448292263278072
215,1.9936999434252565,1.2438590630770547,0.8301862745547149
216,-0.0396349677965752,1.5871578467764045,1.506816007084262
217,-2.0584780257968234,-1.3284665158234872,-0.9196476813917096
218,0.0611039749330932,-1.544836520868612,-1.538911021117571
219,1.9702431011147363,1.1262195525974097,0.9290881936891114
220,-0.0850327007934387,1.6403894813587274,1.5017850698212576
221,-2.048936673083024,-1.251659249124225,-0.8905568889221166
