Time (s),X-axis (g),Y-axis (g),Z-axis (g)
0,0.007621422401165784,1.5954323996020598,1.4498315615018802
1,-2.042756197137124,-1.1732697150894147,-0.7611572788398666
2,-0.009965646234013489,-1.5753213259018772,-1.4976346815883625
3,1.9449598000584913,1.251211515429058,0.9339657430228119
4,-0.04178439597917639,1.5171859270524832,1.4642087579069034
5,-1.9545305201858383,-1.145485228226982,-0.8114865151673476
6,-0.018702123934109114,-1.6268667847706075,-1.4833696496619655
7,1.9135672994467408,1.222249843260598,0.8331967511845668
8,0.010415230597877953,1.5518740921644176,1.4917546912180806
9,-2.0398985283882514,-1.1835727409499994,-0.8922843570317239
10,-0.07831224055492828,-1.5900220234815639,-1.515148613521412
11,1.9935574200628863,1.3295529681861067,0.8977174077498334
12,0.067850926714969,1.4876268857567363,1.546909711854653
13,-2.009273045423728,-1.2108253617346694,-0.8535882879535115
14,0.021984651242937806,-1.5263757816584125,-1.4506827374897107
15,1.9480280803006382,1.2377674960118774,0.8516360929761068
16,-0.07725248208342056,1.4827073452515016,1.4930426240979857
17,-2.0779951352162347,-1.2539888935740442,-0.7839074182825793
18,0.010641151137430017,-1.5802494208459383,-1.4283790953519246
19,1.994708917153745,1.158346619859568,0.8235691073011125
20,-0.055019504806656454,1.560167635717369,1.501757834377853
21,-1.9565979184471132,-1.1780466837098107,-0.8109026453133592
22,0.10530164719112793,-1.645577477857741,-1.42929320438979
23,2.043310396051258,1.2172446734325275,0.807500714269076
24,0.08295133801414327,1.5606920472810115,1.559900669213628
25,-2.068000827008654,-1.2011400528359197,-0.7981901056244592
26,-0.02226605593369183,-1.476782751211047,-1.5514989291550807
27,2.051956647149903,1.1320962561764385,0.9057987299305446
28,0.055702885383680296,1.52283936538363,1.5523729392603396
29,-2.019277084305856,-1.1681679514441097,-0.8328779289655868
30,0.024686894363586044,-1.5274157937607276,-1.4665454058286227
31,2.038492934627089,1.2455472779293846,0.9026603047090263
32,0.015084231620610697,1.4829360816169221,1.4796925875034308
33,-2.024176991774751,-1.1952579552530416,-0.8766310751837225
34,0.07689979385997275,-1.5832442148472468,-1.4529595318090764
35,1.9478362833667848,1.142666013417765,0.7873484701843684
36,-0.0873779302371586,1.6497896686628442,1.4966358009529122
37,-1.9769313736450382,-1.1692810204769821,-0.8707271218863161
38,0.01570217222555057,-1.5896612595162936,-1.4832477308831726
39,1.9435204791708875,1.214073706742121,0.8374443434202824
40,0.03578306158246521,1.596333657042731,1.5209881980901356
41,-2.005558642399883,-1.2313341305620782,-0.8830264143756816
42,-0.02422831127912953,-1.4993902306811917,-1.4712693676839224
43,2.0859842824634502,1.172546402594507,0.9446420146269299
44,-0.03555133831625144,1.6049732653297304,1.597529815745322
45,-1.8920318854305571,-1.1775289695340736,-0.8521051372691051
46,0.014672799247010971,-1.52264298899772,-1.5371164392022336
47,1.9640956741620836,1.2018210346253064,0.8663272811436805
48,-0.04376782035909705,1.5050612521368962,1.5196097416543315
49,-2.0338406695295506,-1.1921353953628977,-0.8562748459511446
50,-0.026070094042856432,-1.7313730078450171,-1.5442689811226933
51,1.971015011780903,1.1932874121079704,0.856263912645976
52,-0.009021045763005763,1.538091338969933,1.536097564677055
53,-1.9739187293112368,-1.2350436289395803,-0.8989102428606907
54,-0.0712854399595211,-1.466276651739339,-1.5327846331250006
55,1.9597752983635974,1.1708505987236006,0.8051450506535434
56,-0.02844501379587977,1.644371641189404,1.4834392602923112
57,-1.9713202026307226,-1.1147698490765394,-0.8282547694965114
58,0.04329347597963122,-1.579896303035224,-1.551101329137576
59,2.0164674681166224,1.251931154068402,0.8805601213609717
60,0.10308159851376261,1.6015871016517635,1.460612260124968
61,-1.9956814737673638,-1.196142851892752,-0.8750554527185676
62,0.05270938580012177,-1.595638018245015,-1.5060269492892855
63,1.967792671424588,1.189453186597458,0.8913171770000227
64,0.05363546459070641,1.6355838475530897,1.521682680377317
65,-1.9551179192880868,-1.1780021121322242,-0.8518188196147539
66,0.002166112932045402,-1.5022823050216643,-1.495901480274519
67,1.8946045712680437,1.1821007956822798,0.7966078458372912
68,-0.0415055376183755,1.5831695948639095,1.533513580719206
69,-1.989782335615295,-1.2483785537836565,-0.826900180522291
70,-0.05744324840915918,-1.5349615532492167,-1.516344342892083
71,1.979760286223632,1.1837458882347218,0.8677007841337688
72,0.10370820977419835,1.5723141169821047,1.4940677601556442
73,-2.0755086780457344,-1.1539107842875231,-0.9111111202354539
74,0.025739851355750076,-1.5993388250823157,-1.542778734278903
75,2.0585318393614975,1.2734702023402984,0.9294504182906727
76,-0.004102153841047657,1.5373727913060977,1.5143529568171235
77,-1.9291107074814922,-1.3159898010488456,-0.8895095472054164
78,0.02237105773935024,-1.525056097054827,-1.498190151857747
79,2.0385841666434232,1.1675956216837653,0.9387823191484342
80,0.06619348799595932,1.4833718272845275,1.4759226129659753
81,-1.9926511038119585,-1.1818406665048955,-0.867358831691056
82,0.05972253605855538,-1.5589096456364067,-1.5460497712213803
83,2.009048677696101,1.1823599644945353,0.8346714791353553
84,0.1251613576343556,1.6072884910852527,1.5901938592638638
85,-1.9515022200119985,-1.2646788728602223,-0.8781924301003581
86,-0.022891052883592007,-1.495633711029975,-1.5108834889475138
87,1.9631362888628898,1.1924030883034522,0.8525223112307952
88,-0.03637731030821031,1.5351019849142125,1.466371262203563
89,-1.9693109112443556,-1.165744104127487,-0.9484417516200685
90,-0.0068516199143012204,-1.5371669454914274,-1.499599342185984
91,1.9742819622973276,1.205135248251944,0.9231258096626547
92,-0.018130354610093196,1.4861414564974464,1.4348244728886825
93,-2.0340575672218373,-1.1850467415627248,-0.8494561129594908
94,-0.02823056203168101,-1.6098443089115688,-1.4472874524202817
95,1.9352963991309815,1.1259676200474322,0.8942526169534384
96,0.004489650552510805,1.5291006408372256,1.4883537178791582
97,-2.0504111881007976,-1.2985179315632571,-0.9012243913694188
98,0.040973867022659594,-1.560086053894405,-1.5166737575009959
99,1.9868315300080674,1.2492647785107438,0.8534662376129689
100,0.05517923240100224,1.5137496383883076,1.5377261572643315
101,-1.9296766291433483,-1.2421951863485132,-0.9547599426164595
102,0.019038323104396182,-1.622031842491358,-1.6351340038419804
103,2.0149758561889333,1.2247815982220633,0.9293658251036935
104,0.008040248011320023,1.5229299603591642,1.441454571632764
105,-1.9220366628020789,-1.103597977172887,-0.8589774072222485
106,0.012292767342008945,-1.6464249144063632,-1.4959882305123786
107,1.9172115969594685,1.1557001663282926,0.9441607536712595
108,-0.06229383696636338,1.6695207922864794,1.5102448857912436
109,-1.993222413559358,-1.13031865905485,-0.8986443842071802
110,0.07867162110890213,-1.5012656720480315,-1.5264867471926817
111,2.022865658718825,1.1912059638965495,0.8511676431531272
112,-0.08209210589757386,1.6168277632102124,1.4522295470586193
113,-2.020189550819874,-1.2346414464978004,-0.8749499359806926
114,0.035426455175691034,-1.5559647636510543,-1.4749298779036433
115,1.9698725403039832,1.1976134992985121,0.8779815620644726
116,-0.00536953939643638,1.6139232069286782,1.5711991499719105
117,-2.0330390294465595,-1.2051874260809616,-0.8827843016830683
118,0.043718044008000875,-1.6426752335952195,-1.5145221750548656
119,1.974807084505039,1.2357681933301399,0.9563520538159767
120,-0.032752129644586056,1.6126670592912362,1.5047022632743008
121,-2.024771130297927,-1.1875392951939079,-0.7955383164217661
122,0.019079540294207307,-1.6162595797460608,-1.5735571487521929
123,1.9527993437828108,1.1594321253010753,0.8597775907332746
124,-0.025337711827566407,1.5588438280207195,1.486494502543193
125,-1.9866777289072852,-1.2268674032454139,-0.9176588086111046
126,-0.04131075313688391,-1.646228861381407,-1.6159691684745867
127,1.9519405186591996,1.2805664849247873,0.8856949312469966
128,0.00014168157634075586,1.5708912962642572,1.5463765716044109
129,-1.9816933784715272,-1.228371185379703,-0.8868931434591742
130,-0.012025390496851394,-1.5474030120759494,-1.5454729232479414
131,2.0626333270315027,1.1531194949091668,0.8378681858624154
132,0.07116878302020442,1.4702881315571976,1.4403708024840716
133,-2.0019484730440875,-1.0826113052559054,-0.8786412385203496
134,0.008065969418760342,-1.5465388635199615,-1.4859902897847526
135,1.9991519870950394,1.166556210990223,0.8158028917903142
136,-0.012338510497141875,1.6064744439433951,1.5768902575788257
137,-2.0061385281733766,-1.16945435289192,-0.8348467271233394
138,-0.06792301237625879,-1.5415523768341193,-1.5424833663411042
139,1.9381284525940623,1.1754873391287453,0.8597062959112001
