Time (s),X-axis (g),Y-axis (g),Z-axis (g)
0,-0.04137917219920888,0.6857249317809571,0.9671521333680535
1,0.967542291755992,0.706397540101673,-0.017272992311291143
2,0.02578659194358482,-0.7139608343722604,-0.9765251166745154
3,-1.0068064645107038,-0.7197471543596291,-0.061805642979883224
4,-0.0013013640458495515,0.6789421409737844,0.9938330381961821
5,0.9872654296736485,0.7202057087751356,0.03164147568594769
6,0.01634087513405849,-0.7141529743590846,-1.0015699016601642
7,-1.0308963358398866,-0.6865656618149206,-0.036846502427355855
8,0.036470729144391936,0.7045092190112192,0.95733759103418
9,1.0011773489117313,0.6689316877496494,-0.009766876884323037
10,0.03246468164987034,-0.6924101258304272,-1.018933638439367
11,-1.02467052470952,-0.7238079538038907,-0.03770061103956014
12,-0.03654760643808851,0.7193989140024067,1.0194574472589324
13,1.021832597682317,0.7649948595347534,-0.009233336630021707
14,-0.024581977489500088,-0.6803205165230829,-0.9758400934131688
15,-0.9841383089563939,-0.6992923150500451,-0.019795039282278517
16,-0.018214470054322994,0.7101678229431323,1.0268056075709093
17,1.0432981229029858,0.6875497881254509,0.006780846115499305
18,0.009530715897160017,-0.6471150937139905,-1.038281733169508
19,-0.9937581320495039,-0.6977266417247838,-0.04278974465606425
20,-0.021423118888648864,0.6775050367943292,1.0454848663057044
21,0.9339213613427484,0.7001378569241546,-0.03649862677535098
22,-0.022956436856369986,-0.7192928709259109,-0.9739622619782261
23,-0.9906223134606524,-0.7586838099993793,0.028038982319869638
24,0.011673693413223447,0.7229187519699563,0.9891824367861473
25,1.007886677649979,0.6784789866977846,-0.009627951764262776
26,0.03369572017752282,-0.7012591944158285,-1.0052691086761913
27,-1.015707486653121,-0.7006047912860432,0.00794177513387155
28,-0.008900346726284602,0.6966378403799152,1.0298415465585595
29,1.0409376763027292,0.6566068297489704,-0.011299496684042567
30,-0.027963839904811834,-0.7260704421886398,-0.9939730063000533
31,-1.0625776455459488,-0.6958800653654122,8.38545519962801e-05
32,0.010752985208135132,0.6830621630466482,0.9576963293840028
33,1.0020670993033267,0.7167371384154996,-0.009251739552884332
34,-0.01932126271336776,-0.711445862823756,-1.0357859392409656
35,-0.9209476011267859,-0.7441433666930767,0.001242029653973963
36,0.04133583718774123,0.7346862870028124,1.0252233542916211
37,1.0469760960023644,0.6645241817270929,0.013628309971590128
38,-0.021701529026661254,-0.7007987431579586,-0.9689054161870421
